PARTICIPANT1,
QNumS:3 Input Value:5,
Time Elapsed,00:26.7
QNumS:4 Input Value:2,
Time Elapsed,00:37.8
QNumS:5 Input Value:4,
Time Elapsed,00:43.3
QNumS:6 Input Value:5,
Time Elapsed,00:48.8
QNumS:7 Input Value:5,
Time Elapsed,00:56.1
QNumS:8 Input Value:6,
Time Elapsed,01:05.9
QNumS:9 Input Value:4,
Time Elapsed,01:13.2
QNumS:9 Input Value:4,
Time Elapsed,01:13.2
7/27/2017 14:39,7/27/2017 14:40
PARTICIPANT12,
NodeGraphfalse,
QNumT:0 Input Value:Marvel,
Time Elapsed,02:15.9
QNumT:1 Input Value:X-Men: Age of Apocalypse 2016,
Time Elapsed,03:36.6
QNumT:2 Input Value:Amazing Spiderman 2 2014Hulk 2003Punisher 2004The Incredible Hulk 2008Swamp Thing 1982,
Time Elapsed,09:08.0
QNumT:3 Input Value:Iron Man 2008,
Time Elapsed,12:51.1
QNumT:4 Input Value:The Dark Knight Rises 2012Kingsman: The Secret Service 2015Captain America: the Winter Soldier 2014,
Time Elapsed,24:08.3
QNumS:0 Input Value:1,
Time Elapsed,00:21.1
QNumS:1 Input Value:4,
Time Elapsed,00:36.6
QNumS:2 Input Value:3,
Time Elapsed,00:50.2
QNumS:3 Input Value:4,
Time Elapsed,01:03.0
QNumS:4 Input Value:5,
Time Elapsed,01:12.7
QNumS:5 Input Value:5,
Time Elapsed,01:26.2
QNumS:6 Input Value:4,
Time Elapsed,01:34.6
QNumS:7 Input Value:4,
Time Elapsed,01:42.4
QNumS:8 Input Value:2,
Time Elapsed,02:05.6
QNumS:9 Input Value:4,
Time Elapsed,02:26.5
QNumS:9 Input Value:4,
Time Elapsed,02:26.5
7/28/2017 14:58,7/28/2017 15:01
SphereScenefalse,
QNumT:0 Input Value:Marvel,
Time Elapsed,00:36.5
QNumT:1 Input Value:Movie: Avengers: Age of Ultron (2015),
Time Elapsed,02:52.4
QNumT:2 Input Value:Movie: Watchmen (2009)Movie: Mystery Men (1999)Movie: From Hell (2001)Movie: League of Extraordinary Gentlemen (2003),
Time Elapsed,09:45.3
QNumT:3 Input Value:Movie: Captain America: the First Avenger (2011),
Time Elapsed,13:57.5
QNumT:4 Input Value:Movie: Scott Pilgrim vs the World (2010)Movie: The Dark Knight Rises (2012)Movie: Captain America: the Winter Soldier (2014)Movie: Kingsman: The Secret Service (2015),
Time Elapsed,17:18.2
QNumS:0 Input Value:5,
Time Elapsed,00:12.9
QNumS:1 Input Value:3,
Time Elapsed,00:44.7
QNumS:2 Input Value:4,
Time Elapsed,00:58.6
QNumS:3 Input Value:5,
Time Elapsed,01:05.7
QNumS:4 Input Value:1,
Time Elapsed,01:20.3
QNumS:5 Input Value:4,
Time Elapsed,01:27.1
QNumS:6 Input Value:4,
Time Elapsed,01:41.8
QNumS:7 Input Value:5,
Time Elapsed,01:53.3
QNumS:8 Input Value:2,
Time Elapsed,02:06.6
QNumS:9 Input Value:4,
Time Elapsed,02:19.9
QNumS:9 Input Value:4,
Time Elapsed,02:20.0
7/28/2017 15:19,7/28/2017 15:22
PARTICIPANT13,
SphereScenetrue,
QNumT:0 Input Value:Marvel,
Time Elapsed,00:09.2
QNumT:1 Input Value:Movie: Men In Black 3 (2012),
Time Elapsed,01:30.0
QNumT:2 Input Value:Movie: From Hell (2001),
Time Elapsed,01:38.9
QNumT:3 Input Value:Movie: Teenage Mutant Ninja Turtles (1990),
Time Elapsed,03:08.7
QNumT:4 Input Value:Movie: Red 2 (2013),
Time Elapsed,07:26.1
QNumS:0 Input Value:2,
Time Elapsed,00:06.7
QNumS:1 Input Value:1,
Time Elapsed,00:12.6
QNumS:2 Input Value:2,
Time Elapsed,00:16.8
QNumS:3 Input Value:4,
Time Elapsed,00:20.4
QNumS:4 Input Value:1,
Time Elapsed,00:27.1
QNumS:5 Input Value:6,
Time Elapsed,00:30.3
QNumS:6 Input Value:5,
Time Elapsed,00:34.1
QNumS:7 Input Value:4,
Time Elapsed,00:37.7
QNumS:8 Input Value:2,
Time Elapsed,00:42.9
QNumS:9 Input Value:4,
Time Elapsed,00:48.0
QNumS:9 Input Value:4,
Time Elapsed,00:48.0
8/7/2017 10:33,8/7/2017 10:34
NodeGraphtrue,
QNumT:0 Input Value:Marvel,
Time Elapsed,00:32.9
QNumT:1 Input Value:Avengers 2012,
Time Elapsed,01:51.3
QNumT:2 Input Value:Fantastic Four 2015Punisher 1989From Hell 2001Howard the Duck 1986,
Time Elapsed,05:03.4
QNumT:3 Input Value:Sin City 2 2013,
Time Elapsed,06:32.9
QNumT:4 Input Value:Red 2010Fantastic Four 2005,
Time Elapsed,20:09.5
QNumS:0 Input Value:3,
Time Elapsed,00:08.2
QNumS:1 Input Value:2,
Time Elapsed,00:11.0
QNumS:2 Input Value:4,
Time Elapsed,00:13.8
QNumS:3 Input Value:5,
Time Elapsed,00:15.9
QNumS:4 Input Value:1,
Time Elapsed,00:19.0
QNumS:5 Input Value:5,
Time Elapsed,00:21.7
QNumS:6 Input Value:6,
Time Elapsed,00:24.0
QNumS:7 Input Value:5,
Time Elapsed,00:26.5
QNumS:8 Input Value:4,
Time Elapsed,00:31.6
QNumS:9 Input Value:2,
Time Elapsed,00:36.4
QNumS:9 Input Value:2,
Time Elapsed,00:36.4
8/7/2017 10:56,8/7/2017 10:57
PARTICIPANT14,
SphereScenefalse,
QNumT:0 Input Value:Marvel,
Time Elapsed,01:25.2
QNumT:1 Input Value:Movie: Superman 2 (1980),
Time Elapsed,03:26.4
QNumT:2 Input Value:Movie: V for Vendetta (2006)Movie: Constantine (2005)Movie: Kick-ass 2 (2013)Movie: Judge Dredd (1995)Movie: Wanted (2008)Movie: League of Extraordinary Gentlemen (2003)Movie: Dredd (2012)Movie: Men In Black (1997)Movie: Scott Pilgrim vs the World (2010),
Time Elapsed,07:33.2
QNumT:3 Input Value:Movie: Amazing Spiderman 2 (2014),
Time Elapsed,08:38.1
QNumT:4 Input Value:Movie: Batman Forever (1995),
Time Elapsed,11:27.8
QNumS:0 Input Value:5,
Time Elapsed,00:10.4
QNumS:1 Input Value:3,
Time Elapsed,00:23.6
QNumS:2 Input Value:6,
Time Elapsed,00:28.1
QNumS:3 Input Value:6,
Time Elapsed,00:33.6
QNumS:4 Input Value:1,
Time Elapsed,00:40.0
QNumS:5 Input Value:5,
Time Elapsed,00:45.1
QNumS:6 Input Value:5,
Time Elapsed,00:50.0
QNumS:7 Input Value:6,
Time Elapsed,00:57.1
QNumS:8 Input Value:5,
Time Elapsed,01:04.5
QNumS:9 Input Value:5,
Time Elapsed,01:14.9
QNumS:9 Input Value:5,
Time Elapsed,01:14.9
8/7/2017 12:35,8/7/2017 12:36
NodeGraphfalse,
QNumT:0 Input Value:Marvel,
Time Elapsed,01:30.0
QNumT:1 Input Value:Avengers 2012,
Time Elapsed,04:37.4
QNumT:2 Input Value:Howard the Duck 1986,
Time Elapsed,09:39.0
QNumT:3 Input Value:X-Men: Days of Future Past 2014,
Time Elapsed,11:08.9
QNumT:4 Input Value:Superman Returns 2006,
Time Elapsed,16:51.8
QNumS:0 Input Value:5,
Time Elapsed,00:06.0
QNumS:1 Input Value:1,
Time Elapsed,00:11.5
QNumS:2 Input Value:6,
Time Elapsed,00:15.0
QNumS:3 Input Value:6,
Time Elapsed,00:20.9
QNumS:4 Input Value:1,
Time Elapsed,00:24.6
QNumS:5 Input Value:5,
Time Elapsed,00:30.1
QNumS:6 Input Value:6,
Time Elapsed,00:34.2
QNumS:7 Input Value:6,
Time Elapsed,00:39.4
QNumS:8 Input Value:5,
Time Elapsed,00:45.3
QNumS:9 Input Value:5,
Time Elapsed,00:52.7
QNumS:9 Input Value:5,
Time Elapsed,00:52.7
8/7/2017 12:54,8/7/2017 12:55
PARTICIPANT15,
NodeGraphtrue,
QNumT:0 Input Value:Marvel,
Time Elapsed,00:51.9
QNumT:1 Input Value:Captain America: Civil War 2016,
Time Elapsed,02:00.5
QNumT:2 Input Value:Kick-ass 2010Dredd 2012Punisher 2004Hulk 2003,
Time Elapsed,04:23.7
QNumT:3 Input Value:Avengers: Age of Ultron 2015,
Time Elapsed,06:07.4
QNumT:4 Input Value:Scott Pilgrim vs the World 2010Captain America: the Winter Soldier 2014Avengers: Age of Ultron 2015,
Time Elapsed,13:25.3
QNumS:0 Input Value:5,
Time Elapsed,00:14.6
QNumS:1 Input Value:3,
Time Elapsed,00:20.2
QNumS:2 Input Value:4,
Time Elapsed,00:28.4
QNumS:3 Input Value:5,
Time Elapsed,00:36.6
QNumS:4 Input Value:2,
Time Elapsed,00:44.7
QNumS:5 Input Value:4,
Time Elapsed,00:52.3
QNumS:6 Input Value:5,
Time Elapsed,00:58.1
QNumS:7 Input Value:3,
Time Elapsed,01:03.0
QNumS:8 Input Value:2,
Time Elapsed,01:11.1
QNumS:9 Input Value:2,
Time Elapsed,01:17.3
QNumS:9 Input Value:2,
Time Elapsed,01:17.3
8/8/2017 12:28,8/8/2017 12:29
SphereScenetrue,
QNumT:0 Input Value:Dark Horse,
Time Elapsed,00:52.0
QNumT:1 Input Value:Movie: Avengers (2012),
Time Elapsed,05:52.9
QNumT:2 Input Value:Movie: Spawn (1997)Movie: Constantine (2005)Movie: From Hell (2001)Movie: League of Extraordinary Gentlemen (2003),
Time Elapsed,10:58.3
QNumT:3 Input Value:Movie: Supergirl (1984),
Time Elapsed,13:50.0
QNumT:4 Input Value:Movie: Red 2 (2013)Movie: Superman Returns (2006)Movie: The Dark Knight Rises (2012)Movie: Red (2010)Movie: Wanted (2008),
Time Elapsed,20:29.3
QNumS:0 Input Value:5,
Time Elapsed,00:07.0
QNumS:1 Input Value:2,
Time Elapsed,00:16.9
QNumS:2 Input Value:5,
Time Elapsed,00:21.6
QNumS:3 Input Value:5,
Time Elapsed,00:29.9
QNumS:4 Input Value:3,
Time Elapsed,00:35.5
QNumS:5 Input Value:5,
Time Elapsed,00:40.0
QNumS:6 Input Value:5,
Time Elapsed,00:43.6
QNumS:7 Input Value:4,
Time Elapsed,00:48.4
QNumS:8 Input Value:3,
Time Elapsed,00:54.0
QNumS:9 Input Value:3,
Time Elapsed,01:00.3
QNumS:9 Input Value:3,
Time Elapsed,01:00.3
8/8/2017 12:53,8/8/2017 12:54
PARTICIPANT16,
NodeGraphfalse,
QNumT:0 Input Value:Marvel,
Time Elapsed,01:46.1
QNumT:1 Input Value:Avengers: Age of Ultron 2015,
Time Elapsed,06:02.3
QNumT:2 Input Value:From Hell 2001League of Extraordinary Gentlemen 2003,
Time Elapsed,08:17.3
QNumT:3 Input Value:X-Men: Days of Future Past 2014,
Time Elapsed,13:37.8
QNumT:4 Input Value:Scott Pilgrim vs the World 2010The Dark Knight 2008Avengers 2012Thor 2011,
Time Elapsed,20:03.4
QNumS:0 Input Value:4,
Time Elapsed,00:13.0
QNumS:1 Input Value:4,
Time Elapsed,00:19.9
QNumS:2 Input Value:4,
Time Elapsed,00:27.2
QNumS:3 Input Value:2,
Time Elapsed,00:34.3
QNumS:4 Input Value:2,
Time Elapsed,00:41.7
QNumS:5 Input Value:5,
Time Elapsed,00:45.9
QNumS:6 Input Value:3,
Time Elapsed,00:51.3
QNumS:7 Input Value:3,
Time Elapsed,00:57.2
QNumS:8 Input Value:2,
Time Elapsed,01:03.1
QNumS:9 Input Value:5,
Time Elapsed,01:08.9
QNumS:9 Input Value:5,
Time Elapsed,01:08.9
8/9/2017 10:36,8/9/2017 10:37
SphereScenefalse,
QNumT:0 Input Value:Marvel,
Time Elapsed,00:12.4
QNumT:1 Input Value:Movie: X2 (2003),
Time Elapsed,05:48.1
QNumT:2 Input Value:Movie: Mystery Men (1999)Movie: From Hell (2001)Movie: Howard the Duck (1986)Movie: Punisher (1989)Movie: Fantastic Four (2015)Movie: League of Extraordinary Gentlemen (2003)Movie: Watchmen (2009),
Time Elapsed,10:46.5
QNumT:3 Input Value:Movie: Jonah Hex (2010),
Time Elapsed,14:35.0
QNumT:4 Input Value:Movie: Scott Pilgrim vs the World (2010)Movie: The Dark Knight (2008)Movie: Kingsman: The Secret Service (2015),
Time Elapsed,20:30.6
QNumS:0 Input Value:4,
Time Elapsed,00:07.2
QNumS:1 Input Value:5,
Time Elapsed,00:12.5
QNumS:2 Input Value:5,
Time Elapsed,00:16.1
QNumS:3 Input Value:5,
Time Elapsed,00:22.3
QNumS:4 Input Value:1,
Time Elapsed,00:28.2
QNumS:5 Input Value:4,
Time Elapsed,00:32.3
QNumS:6 Input Value:4,
Time Elapsed,00:35.2
QNumS:7 Input Value:4,
Time Elapsed,00:39.2
QNumS:8 Input Value:5,
Time Elapsed,00:46.7
QNumS:9 Input Value:5,
Time Elapsed,00:50.6
QNumS:9 Input Value:5,
Time Elapsed,00:50.6
8/9/2017 11:01,8/9/2017 11:02
PARTICIPANT17,
SphereScenetrue,
QNumT:0 Input Value:Marvel,
Time Elapsed,05:08.1
QNumT:1 Input Value:Movie: X-Men: Days of Future Past (2014),
Time Elapsed,07:25.9
QNumT:2 Input Value:Movie: Watchmen (2009)Movie: From Hell (2001)Movie: Mystery Men (1999)Movie: League of Extraordinary Gentlemen (2003)Movie: Fantastic Four (2015)Movie: Howard the Duck (1986),
Time Elapsed,09:35.3
QNumT:3 Input Value:Movie: Jonah Hex (2010),
Time Elapsed,13:33.6
QNumT:4 Input Value:Movie: The Dark Knight (2008)Movie: Scott Pilgrim vs the World (2010)Movie: Captain America: Civil War (2016)Movie: Kingsman: The Secret Service (2015)Movie: Captain America: the First Avenger (2011),
Time Elapsed,23:45.4
QNumS:0 Input Value:3,
Time Elapsed,00:13.3
QNumS:1 Input Value:3,
Time Elapsed,00:26.6
QNumS:2 Input Value:5,
Time Elapsed,00:33.3
QNumS:3 Input Value:2,
Time Elapsed,00:40.0
QNumS:4 Input Value:1,
Time Elapsed,00:47.5
QNumS:5 Input Value:4,
Time Elapsed,00:53.5
QNumS:6 Input Value:2,
Time Elapsed,01:07.5
QNumS:7 Input Value:3,
Time Elapsed,01:13.7
QNumS:8 Input Value:2,
Time Elapsed,01:22.9
QNumS:9 Input Value:4,
Time Elapsed,01:35.0
QNumS:9 Input Value:4,
Time Elapsed,01:35.0
8/9/2017 12:40,8/9/2017 12:42
NodeGraphtrue,
QNumT:0 Input Value:Marvel,
Time Elapsed,01:31.6
QNumT:1 Input Value:Avengers: Age of Ultron 2015,
Time Elapsed,03:17.0
QNumT:2 Input Value:Mystery Men 1999From Hell 2001Punisher 1989Watchmen 2009League of Extraordinary Gentlemen 2003,
Time Elapsed,05:00.9
QNumT:3 Input Value:Kingsman: The Secret Service 2015,
Time Elapsed,07:16.7
QNumT:4 Input Value:Scott Pilgrim vs the World 2010The Dark Knight Rises 2012Sin City 2 2013Sin City 2005Fantastic Four 2005,
Time Elapsed,09:37.9
QNumS:0 Input Value:5,
Time Elapsed,00:05.1
QNumS:1 Input Value:2,
Time Elapsed,00:11.5
QNumS:2 Input Value:4,
Time Elapsed,00:21.1
QNumS:3 Input Value:3,
Time Elapsed,00:28.8
QNumS:4 Input Value:1,
Time Elapsed,00:35.0
QNumS:5 Input Value:5,
Time Elapsed,00:42.0
QNumS:6 Input Value:4,
Time Elapsed,00:46.5
QNumS:7 Input Value:3,
Time Elapsed,00:53.8
QNumS:8 Input Value:3,
Time Elapsed,01:03.7
QNumS:9 Input Value:4,
Time Elapsed,01:07.8
QNumS:9 Input Value:4,
Time Elapsed,01:07.8
8/9/2017 12:53,8/9/2017 12:54
PARTICIPANT18,
SphereScenefalse,
QNumT:0 Input Value:Marvel,
Time Elapsed,01:50.8
QNumT:1 Input Value:Movie: X-Men: First Class (2011),
Time Elapsed,04:47.2
QNumT:2 Input Value:Movie: Watchmen (2009)Movie: League of Extraordinary Gentlemen (2003)Movie: Howard the Duck (1986)Movie: Punisher (1989)Movie: Mystery Men (1999)Movie: From Hell (2001),
Time Elapsed,10:40.6
QNumT:3 Input Value:Movie: Captain America: the First Avenger (2011),
Time Elapsed,13:37.9
QNumT:4 Input Value:Movie: The Dark Knight (2008)Movie: Scott Pilgrim vs the World (2010),
Time Elapsed,26:48.9
QNumS:0 Input Value:2,
Time Elapsed,00:10.1
QNumS:1 Input Value:1,
Time Elapsed,00:18.9
QNumS:2 Input Value:2,
Time Elapsed,00:32.2
QNumS:3 Input Value:3,
Time Elapsed,00:40.5
QNumS:4 Input Value:4,
Time Elapsed,00:46.4
QNumS:5 Input Value:3,
Time Elapsed,00:53.8
QNumS:6 Input Value:1,
Time Elapsed,01:00.2
QNumS:7 Input Value:2,
Time Elapsed,01:08.5
QNumS:8 Input Value:4,
Time Elapsed,01:22.4
QNumS:9 Input Value:4,
Time Elapsed,01:31.1
QNumS:9 Input Value:4,
Time Elapsed,01:31.2
8/10/2017 14:39,8/10/2017 14:41
NodeGraphfalse,
QNumT:0 Input Value:Mirage,
Time Elapsed,05:58.6
QNumT:1 Input Value:Fantastic Four: Rise of the Silver Surfer 2007,
Time Elapsed,08:53.2
QNumT:2 Input Value:Punisher 1989Fantastic Four 2015From Hell 2001League of Extraordinary Gentlemen 2003,
Time Elapsed,11:32.7
QNumT:3 Input Value:X-Men: First Class 2011,
Time Elapsed,16:11.8
QNumT:4 Input Value:Scott Pilgrim vs the World 2010The Dark Knight 2008Kingsman: The Secret Service 2015Batman Begins 2005The Dark Knight Rises 2012Avengers: Age of Ultron 2015Captain America: the Winter Soldier 2014Fantastic Four: Rise of the Silver Surfer 2007Captain America: Civil War 2016,
Time Elapsed,26:31.7
QNumS:0 Input Value:2,
Time Elapsed,00:11.2
QNumS:1 Input Value:2,
Time Elapsed,00:18.0
QNumS:2 Input Value:3,
Time Elapsed,00:25.5
QNumS:3 Input Value:3,
Time Elapsed,00:31.3
QNumS:4 Input Value:4,
Time Elapsed,00:38.8
QNumS:5 Input Value:5,
Time Elapsed,00:42.1
QNumS:6 Input Value:4,
Time Elapsed,00:45.6
QNumS:7 Input Value:3,
Time Elapsed,00:53.1
QNumS:8 Input Value:4,
Time Elapsed,00:59.4
QNumS:9 Input Value:4,
Time Elapsed,01:02.4
QNumS:9 Input Value:4,
Time Elapsed,01:02.4
8/10/2017 15:11,8/10/2017 15:12
PARTICIPANT19,
NodeGraphtrue,
QNumT:0 Input Value:Marvel,
Time Elapsed,00:59.1
QNumT:1 Input Value:Iron Man 2008,
Time Elapsed,02:22.6
QNumT:2 Input Value:From Hell 2001,
Time Elapsed,02:47.1
QNumT:3 Input Value:Men In Black 3 2012,
Time Elapsed,04:32.7
QNumT:4 Input Value:Wanted 2008X-Men: Days of Future Past 2014Superman Returns 2006Kingsman: The Secret Service 2015Scott Pilgrim vs the World 2010,
Time Elapsed,13:58.7
QNumS:0 Input Value:1,
Time Elapsed,00:14.5
QNumS:1 Input Value:3,
Time Elapsed,00:24.3
QNumS:2 Input Value:4,
Time Elapsed,00:31.3
QNumS:3 Input Value:6,
Time Elapsed,00:37.1
QNumS:4 Input Value:2,
Time Elapsed,00:44.8
QNumS:5 Input Value:4,
Time Elapsed,00:49.6
QNumS:6 Input Value:5,
Time Elapsed,00:53.3
QNumS:7 Input Value:5,
Time Elapsed,00:57.8
QNumS:8 Input Value:3,
Time Elapsed,01:04.7
QNumS:9 Input Value:4,
Time Elapsed,01:12.4
QNumS:9 Input Value:4,
Time Elapsed,01:12.4
8/14/2017 14:27,8/14/2017 14:28
SphereScenetrue,
QNumT:0 Input Value:Marvel,
Time Elapsed,00:47.7
QNumT:1 Input Value:Movie: Iron Man (2008),
Time Elapsed,02:10.2
QNumT:2 Input Value:Movie: From Hell (2001),
Time Elapsed,02:24.7
QNumT:3 Input Value:Movie: Jonah Hex (2010),
Time Elapsed,05:10.6
QNumT:4 Input Value:Movie: Superman Returns (2006),
Time Elapsed,17:27.7
QNumS:0 Input Value:2,
Time Elapsed,00:05.2
QNumS:1 Input Value:4,
Time Elapsed,00:11.4
QNumS:2 Input Value:1,
Time Elapsed,00:19.8
QNumS:3 Input Value:2,
Time Elapsed,00:24.1
QNumS:4 Input Value:4,
Time Elapsed,00:30.4
QNumS:5 Input Value:4,
Time Elapsed,00:34.0
QNumS:6 Input Value:5,
Time Elapsed,00:37.3
QNumS:7 Input Value:3,
Time Elapsed,00:43.3
QNumS:8 Input Value:2,
Time Elapsed,00:48.0
QNumS:9 Input Value:3,
Time Elapsed,00:51.9
QNumS:9 Input Value:3,
Time Elapsed,00:51.9
8/14/2017 14:48,8/14/2017 14:49
PARTICIPANT20,
NodeGraphfalse,
QNumT:0 Input Value:Marvel,
Time Elapsed,00:27.0
QNumT:1 Input Value:Avengers 2012,
Time Elapsed,05:14.6
QNumT:2 Input Value:Avengers 2012,
Time Elapsed,05:17.4
QNumT:3 Input Value:Captain America: the First Avenger 2011,
Time Elapsed,07:07.7
QNumT:4 Input Value:Avengers 2012Captain America: the First Avenger 2011Kingsman: The Secret Service 2015Superman Returns 2006Scott Pilgrim vs the World 2010Fantastic Four 2005,
Time Elapsed,11:30.5
QNumS:0 Input Value:5,
Time Elapsed,00:09.7
QNumS:1 Input Value:3,
Time Elapsed,00:17.4
QNumS:2 Input Value:4,
Time Elapsed,00:26.3
QNumS:3 Input Value:6,
Time Elapsed,00:32.0
QNumS:4 Input Value:4,
Time Elapsed,00:39.9
QNumS:5 Input Value:5,
Time Elapsed,00:49.8
QNumS:6 Input Value:4,
Time Elapsed,00:56.2
QNumS:7 Input Value:5,
Time Elapsed,01:07.1
QNumS:8 Input Value:4,
Time Elapsed,01:18.5
QNumS:9 Input Value:4,
Time Elapsed,01:28.2
QNumS:9 Input Value:4,
Time Elapsed,01:28.2
8/22/2017 10:38,8/22/2017 10:39
SphereScenefalse,
QNumT:0 Input Value:Marvel,
Time Elapsed,00:38.2
QNumT:1 Input Value:Movie: Avengers (2012),
Time Elapsed,03:21.9
QNumT:2 Input Value:Movie: Mystery Men (1999),
Time Elapsed,05:28.6
QNumT:3 Input Value:Movie: Sin City 2 (2013),
Time Elapsed,06:44.4
QNumT:4 Input Value:Movie: Scott Pilgrim vs the World (2010)Movie: Avengers (2012)Movie: Avengers: Age of Ultron (2015)Movie: Ant-Man (2015)Movie: Captain America: the First Avenger (2011)Movie: Captain America: the Winter Soldier (2014)Movie: Captain America: Civil War (2016)Movie: Fantastic Four: Rise of the Silver Surfer (2007)Movie: Fantastic Four (2005),
Time Elapsed,07:28.1
QNumS:0 Input Value:4,
Time Elapsed,00:04.2
QNumS:1 Input Value:2,
Time Elapsed,00:09.3
QNumS:2 Input Value:6,
Time Elapsed,00:13.4
QNumS:3 Input Value:6,
Time Elapsed,00:16.8
QNumS:4 Input Value:5,
Time Elapsed,00:21.7
QNumS:5 Input Value:5,
Time Elapsed,00:25.9
QNumS:6 Input Value:5,
Time Elapsed,00:31.9
QNumS:7 Input Value:5,
Time Elapsed,00:35.6
QNumS:8 Input Value:3,
Time Elapsed,00:43.5
QNumS:9 Input Value:4,
Time Elapsed,00:51.0
QNumS:9 Input Value:4,
Time Elapsed,00:51.0
8/22/2017 10:50,8/22/2017 10:51
PARTICIPANT21,
SphereScenetrue,
QNumT:0 Input Value:Marvel,
Time Elapsed,00:43.3
QNumT:1 Input Value:Movie: X-Men: Days of Future Past (2014),
Time Elapsed,02:01.8
QNumT:2 Input Value:Movie: Watchmen (2009)Movie: League of Extraordinary Gentlemen (2003)Movie: Howard the Duck (1986)Movie: Fantastic Four (2015)Movie: Punisher (1989)Movie: Mystery Men (1999)Movie: From Hell (2001),
Time Elapsed,07:05.4
QNumT:3 Input Value:Movie: Sin City 2 (2013),
Time Elapsed,10:44.4
QNumT:4 Input Value:Movie: Superman Returns (2006),
Time Elapsed,14:57.0
QNumS:0 Input Value:4,
Time Elapsed,00:12.3
QNumS:1 Input Value:2,
Time Elapsed,00:18.6
QNumS:2 Input Value:6,
Time Elapsed,00:23.5
QNumS:3 Input Value:4,
Time Elapsed,00:26.9
QNumS:4 Input Value:1,
Time Elapsed,00:31.1
QNumS:5 Input Value:5,
Time Elapsed,00:36.2
QNumS:6 Input Value:5,
Time Elapsed,00:40.5
QNumS:7 Input Value:5,
Time Elapsed,00:43.9
QNumS:8 Input Value:5,
Time Elapsed,00:48.7
QNumS:9 Input Value:2,
Time Elapsed,01:01.5
QNumS:9 Input Value:2,
Time Elapsed,01:01.5
8/22/2017 14:38,8/22/2017 14:39
NodeGraphtrue,
QNumT:0 Input Value:Marvel,
