PARTICIPANT1,
Time Elapsed,01:45.7
QNumT:1 Input Value:Captain America: the First Avenger 2011,
Time Elapsed,04:07.1
QNumT:2 Input Value:Thor 2011Punisher 1989Watchmen 2009Fantastic Four 2015Howard the Duck 1986Mystery Men 1999From Hell 2001League of Extraordinary Gentlemen 2003,
Time Elapsed,10:17.1
QNumT:3 Input Value:X-Men: Age of Apocalypse 2016,
Time Elapsed,21:35.9
QNumT:4 Input Value:Spawn 1997Ghost Rider 2007Kingsman: The Secret Service 2015Avengers: Age of Ultron 2015Captain America: the First Avenger 2011,
Time Elapsed,29:46.1
QNumS:0 Input Value:2,
Time Elapsed,00:05.7
QNumS:1 Input Value:1,
Time Elapsed,00:09.0
QNumS:2 Input Value:5,
Time Elapsed,00:12.7
QNumS:3 Input Value:6,
Time Elapsed,00:15.6
QNumS:4 Input Value:1,
Time Elapsed,00:19.7
QNumS:5 Input Value:6,
Time Elapsed,00:23.8
QNumS:6 Input Value:5,
Time Elapsed,00:26.0
QNumS:7 Input Value:5,
Time Elapsed,00:29.0
QNumS:8 Input Value:4,
Time Elapsed,00:33.8
QNumS:9 Input Value:1,
Time Elapsed,00:40.4
QNumS:9 Input Value:1,
Time Elapsed,00:40.4
8/22/2017 15:09,8/22/2017 15:10
PARTICIPANT22,
SphereScenefalse,
QNumT:0 Input Value:Marvel,
Time Elapsed,02:57.3
QNumT:1 Input Value:Movie: Avengers: Age of Ultron (2015),
Time Elapsed,04:31.8
QNumT:2 Input Value:Movie: Watchmen (2009)Movie: League of Extraordinary Gentlemen (2003)Movie: Mystery Men (1999),
Time Elapsed,07:58.8
QNumT:3 Input Value:Movie: Fantastic Four: Rise of the Silver Surfer (2007),
Time Elapsed,11:21.9
QNumT:4 Input Value:Movie: Superman Returns (2006),
Time Elapsed,22:57.7
QNumS:0 Input Value:5,
Time Elapsed,00:19.1
QNumS:1 Input Value:4,
Time Elapsed,00:29.6
QNumS:2 Input Value:4,
Time Elapsed,00:49.7
QNumS:3 Input Value:3,
Time Elapsed,00:58.7
QNumS:4 Input Value:1,
Time Elapsed,01:10.1
QNumS:5 Input Value:5,
Time Elapsed,01:16.5
QNumS:6 Input Value:5,
Time Elapsed,01:23.2
QNumS:7 Input Value:4,
Time Elapsed,01:33.4
QNumS:8 Input Value:3,
Time Elapsed,01:48.6
QNumS:9 Input Value:4,
Time Elapsed,02:06.2
QNumS:9 Input Value:4,
Time Elapsed,02:06.2
8/23/2017 10:47,8/23/2017 10:49
NodeGraphfalse,
QNumT:0 Input Value:Wildstorm,
Time Elapsed,05:49.6
QNumT:1 Input Value:Avengers: Age of Ultron 2015,
Time Elapsed,09:06.0
QNumT:2 Input Value:Mystery Men 1999Howard the Duck 1986,
Time Elapsed,13:19.4
QNumT:3 Input Value:X-Men: Days of Future Past 2014,
Time Elapsed,16:59.5
QNumT:4 Input Value:MirageKingsman: The Secret Service 2015Captain America: the Winter Soldier 2014,
Time Elapsed,23:49.2
QNumS:0 Input Value:4,
Time Elapsed,00:08.2
QNumS:1 Input Value:3,
Time Elapsed,00:15.4
QNumS:2 Input Value:4,
Time Elapsed,00:20.6
QNumS:3 Input Value:3,
Time Elapsed,00:26.5
QNumS:4 Input Value:2,
Time Elapsed,00:33.9
QNumS:5 Input Value:4,
Time Elapsed,00:38.4
QNumS:6 Input Value:5,
Time Elapsed,00:44.4
QNumS:7 Input Value:3,
Time Elapsed,00:49.3
QNumS:8 Input Value:5,
Time Elapsed,00:54.1
QNumS:9 Input Value:4,
Time Elapsed,01:00.3
QNumS:9 Input Value:4,
Time Elapsed,01:00.3
8/23/2017 11:31,8/23/2017 11:32
PARTICIPANT23,
NodeGraphtrue,
QNumT:0 Input Value:Marvel,
Time Elapsed,02:11.3
QNumT:1 Input Value:Captain America: the First Avenger 2011,
Time Elapsed,03:24.8
QNumT:2 Input Value:Watchmen 2009,
Time Elapsed,04:05.5
QNumT:3 Input Value:Batman 1989,
Time Elapsed,06:51.9
QNumT:4 Input Value:Scott Pilgrim vs the World 2010The Dark Knight 2008Batman v Superman: Dawn of Justice 2016,
Time Elapsed,12:36.9
QNumS:0 Input Value:4,
Time Elapsed,00:24.2
QNumS:1 Input Value:5,
Time Elapsed,00:30.0
QNumS:2 Input Value:4,
Time Elapsed,00:36.4
QNumS:3 Input Value:3,
Time Elapsed,00:42.3
QNumS:4 Input Value:3,
Time Elapsed,00:51.6
QNumS:5 Input Value:5,
Time Elapsed,00:56.1
QNumS:6 Input Value:4,
Time Elapsed,01:03.5
QNumS:7 Input Value:5,
Time Elapsed,01:13.6
QNumS:8 Input Value:4,
Time Elapsed,01:24.1
QNumS:9 Input Value:3,
Time Elapsed,01:34.7
QNumS:9 Input Value:3,
Time Elapsed,01:34.7
8/23/2017 12:36,8/23/2017 12:38
SphereScenetrue,
QNumT:0 Input Value:Marvel,
Time Elapsed,00:14.0
QNumT:1 Input Value:Movie: X-Men (2000),
Time Elapsed,03:05.2
QNumT:2 Input Value:Movie: From Hell (2001)Movie: Mystery Men (1999)Movie: League of Extraordinary Gentlemen (2003),
Time Elapsed,04:42.6
QNumT:3 Input Value:Movie: Superman 2 (1980),
Time Elapsed,07:57.0
QNumT:4 Input Value:Movie: Fantastic Four: Rise of the Silver Surfer (2007),
Time Elapsed,10:36.5
QNumS:0 Input Value:4,
Time Elapsed,00:07.3
QNumS:1 Input Value:4,
Time Elapsed,00:12.9
QNumS:2 Input Value:5,
Time Elapsed,00:19.0
QNumS:3 Input Value:4,
Time Elapsed,00:27.3
QNumS:4 Input Value:1,
Time Elapsed,00:33.6
QNumS:5 Input Value:4,
Time Elapsed,00:40.6
QNumS:6 Input Value:3,
Time Elapsed,00:49.8
QNumS:7 Input Value:4,
Time Elapsed,01:00.1
QNumS:8 Input Value:4,
Time Elapsed,01:14.9
QNumS:9 Input Value:4,
Time Elapsed,01:24.7
QNumS:9 Input Value:4,
Time Elapsed,01:24.7
8/23/2017 12:50,8/23/2017 12:51
PARTICIPANT24,
NodeGraphfalse,
QNumT:0 Input Value:Marvel,
Time Elapsed,00:35.7
QNumT:1 Input Value:Avengers: Age of Ultron 2015,
Time Elapsed,00:56.2
QNumT:2 Input Value:Avengers: Age of Ultron 2015,
Time Elapsed,01:30.1
QNumT:3 Input Value:Scott Pilgrim vs the World 2010,
Time Elapsed,03:50.1
QNumT:4 Input Value:Scott Pilgrim vs the World 2010,
Time Elapsed,04:45.5
QNumT:4 Input Value:Scott Pilgrim vs the World 2010Batman Forever 1995Kick-ass 2 2013Captain America: the First Avenger 2011,
Time Elapsed,05:00.0
QNumS:0 Input Value:3,
Time Elapsed,00:17.9
QNumS:1 Input Value:2,
Time Elapsed,00:30.3
QNumS:2 Input Value:3,
Time Elapsed,00:41.0
QNumS:3 Input Value:4,
Time Elapsed,00:47.6
QNumS:4 Input Value:1,
Time Elapsed,00:58.1
QNumS:5 Input Value:5,
Time Elapsed,01:04.2
QNumS:6 Input Value:4,
Time Elapsed,01:13.6
QNumS:7 Input Value:3,
Time Elapsed,01:26.4
QNumS:8 Input Value:2,
Time Elapsed,01:38.5
QNumS:9 Input Value:4,
Time Elapsed,02:00.4
QNumS:9 Input Value:4,
Time Elapsed,02:00.4
8/24/2017 10:39,8/24/2017 10:41
SphereScenefalse,
QNumT:0 Input Value:Marvel,
Time Elapsed,00:15.4
QNumT:1 Input Value:Movie: Avengers: Age of Ultron (2015),
Time Elapsed,01:52.8
QNumT:2 Input Value:Movie: From Hell (2001),
Time Elapsed,02:49.7
QNumT:3 Input Value:Movie: Sin City 2 (2013),
Time Elapsed,04:45.6
QNumT:4 Input Value:Movie: Scott Pilgrim vs the World (2010)Movie: The Dark Knight (2008)Movie: Superman Returns (2006),
Time Elapsed,08:11.4
QNumS:0 Input Value:5,
Time Elapsed,00:06.5
QNumS:1 Input Value:3,
Time Elapsed,00:17.9
QNumS:2 Input Value:5,
Time Elapsed,00:25.1
QNumS:3 Input Value:4,
Time Elapsed,00:31.5
QNumS:4 Input Value:1,
Time Elapsed,00:38.4
QNumS:5 Input Value:6,
Time Elapsed,00:44.2
QNumS:6 Input Value:5,
Time Elapsed,00:51.9
QNumS:7 Input Value:5,
Time Elapsed,01:00.3
QNumS:8 Input Value:4,
Time Elapsed,01:08.6
QNumS:9 Input Value:6,
Time Elapsed,01:19.0
QNumS:9 Input Value:6,
Time Elapsed,01:19.0
8/24/2017 10:51,8/24/2017 10:53
PARTICIPANT25,
SphereScenetrue,
QNumT:0 Input Value:Marvel,
Time Elapsed,00:19.7
QNumT:1 Input Value:Movie: Batman and Robin (1997),
Time Elapsed,01:10.5
QNumT:2 Input Value:Movie: From Hell (2001),
Time Elapsed,02:23.3
QNumT:3 Input Value:Movie: Superman 2 (1980),
Time Elapsed,03:16.4
QNumT:4 Input Value:Movie: Batman Begins (2005),
Time Elapsed,05:44.8
QNumS:0 Input Value:4,
Time Elapsed,00:14.0
QNumS:1 Input Value:1,
Time Elapsed,00:20.0
QNumS:2 Input Value:5,
Time Elapsed,00:25.6
QNumS:3 Input Value:4,
Time Elapsed,00:34.7
QNumS:4 Input Value:4,
Time Elapsed,00:40.8
QNumS:5 Input Value:4,
Time Elapsed,00:44.6
QNumS:6 Input Value:2,
Time Elapsed,00:49.2
QNumS:7 Input Value:4,
Time Elapsed,00:54.7
QNumS:8 Input Value:5,
Time Elapsed,01:09.5
QNumS:9 Input Value:4,
Time Elapsed,01:15.2
QNumS:9 Input Value:4,
Time Elapsed,01:15.2
8/24/2017 12:16,8/24/2017 12:18
NodeGraphtrue,
QNumT:0 Input Value:Marvel,
Time Elapsed,01:53.9
QNumT:1 Input Value:Fantastic Four: Rise of the Silver Surfer 2007,
Time Elapsed,02:52.6
QNumT:2 Input Value:Mystery Men 1999,
Time Elapsed,03:08.6
QNumT:3 Input Value:Red 2 2013,
Time Elapsed,04:32.7
QNumT:4 Input Value:Teenage Mutant Ninja Turtles 2014Superman 2 1980,
Time Elapsed,05:06.7
QNumS:0 Input Value:4,
Time Elapsed,00:11.9
QNumS:1 Input Value:1,
Time Elapsed,00:16.3
QNumS:2 Input Value:5,
Time Elapsed,00:22.0
QNumS:3 Input Value:4,
Time Elapsed,00:28.7
QNumS:4 Input Value:4,
Time Elapsed,00:32.9
QNumS:5 Input Value:4,
Time Elapsed,00:37.9
QNumS:6 Input Value:5,
Time Elapsed,00:41.2
QNumS:7 Input Value:3,
Time Elapsed,00:49.3
QNumS:8 Input Value:5,
Time Elapsed,00:55.1
QNumS:9 Input Value:4,
Time Elapsed,01:00.1
QNumS:9 Input Value:4,
Time Elapsed,01:00.1
8/24/2017 12:24,8/24/2017 12:25
PARTICIPANT26,
SphereScenefalse,
QNumT:0 Input Value:Marvel,
Time Elapsed,04:30.9
QNumT:1 Input Value:Movie: X-Men: Days of Future Past (2014),
Time Elapsed,06:50.7
QNumT:2 Input Value:Movie: From Hell (2001)Movie: Howard the Duck (1986)Movie: Punisher (1989)Movie: Watchmen (2009),
Time Elapsed,10:25.5
QNumT:3 Input Value:Movie: Men In Black 2 (2002),
Time Elapsed,11:39.7
QNumT:4 Input Value:Movie: Superman Returns (2006),
Time Elapsed,15:47.7
QNumS:0 Input Value:1,
Time Elapsed,00:09.3
QNumS:1 Input Value:1,
Time Elapsed,00:19.2
QNumS:2 Input Value:2,
Time Elapsed,00:26.6
QNumS:3 Input Value:4,
Time Elapsed,00:31.8
QNumS:4 Input Value:3,
Time Elapsed,00:40.7
QNumS:5 Input Value:3,
Time Elapsed,00:46.7
QNumS:6 Input Value:2,
Time Elapsed,00:52.2
QNumS:7 Input Value:2,
Time Elapsed,00:58.6
QNumS:8 Input Value:4,
Time Elapsed,01:06.7
QNumS:9 Input Value:4,
Time Elapsed,01:12.2
QNumS:9 Input Value:4,
Time Elapsed,01:12.2
8/24/2017 14:47,8/24/2017 14:48
NodeGraphfalse,
QNumT:0 Input Value:Marvel,
Time Elapsed,00:43.7
QNumT:1 Input Value:X-Men 2000,
Time Elapsed,02:01.1
QNumT:2 Input Value:Mystery Men 1999Howard the Duck 1986Fantastic Four 2015Punisher 1989,
Time Elapsed,04:40.2
QNumT:3 Input Value:Blade Trinity 2004,
Time Elapsed,05:41.8
QNumT:4 Input Value:Captain America: Civil War 2016,
Time Elapsed,09:05.4
QNumS:0 Input Value:1,
Time Elapsed,00:05.2
QNumS:1 Input Value:2,
Time Elapsed,00:10.5
QNumS:2 Input Value:2,
Time Elapsed,00:19.5
QNumS:3 Input Value:2,
Time Elapsed,00:24.5
QNumS:4 Input Value:2,
Time Elapsed,00:30.8
QNumS:5 Input Value:5,
Time Elapsed,00:33.9
QNumS:6 Input Value:2,
Time Elapsed,00:39.7
QNumS:7 Input Value:1,
Time Elapsed,00:44.3
QNumS:8 Input Value:4,
Time Elapsed,00:51.3
QNumS:9 Input Value:3,
Time Elapsed,00:55.5
QNumS:9 Input Value:3,
Time Elapsed,00:55.5
8/24/2017 14:59,8/24/2017 15:00
PARTICIPANT27,
NodeGraphtrue,
QNumT:0 Input Value:Marvel,
Time Elapsed,01:13.2
QNumT:1 Input Value:X-Men: Age of Apocalypse 2016,
Time Elapsed,03:33.6
QNumT:2 Input Value:The Incredible Hulk 2008,
Time Elapsed,05:05.0
QNumT:3 Input Value:Men In Black 3 2012,
Time Elapsed,06:52.7
QNumT:4 Input Value:Kingsman: The Secret Service 2015Red 2 2013,
Time Elapsed,12:04.6
QNumS:0 Input Value:5,
Time Elapsed,00:09.8
QNumS:1 Input Value:5,
Time Elapsed,00:17.4
QNumS:2 Input Value:5,
Time Elapsed,00:26.1
QNumS:3 Input Value:4,
Time Elapsed,00:36.6
QNumS:4 Input Value:2,
Time Elapsed,00:50.0
QNumS:5 Input Value:5,
Time Elapsed,00:54.0
QNumS:6 Input Value:3,
Time Elapsed,01:01.7
QNumS:7 Input Value:5,
Time Elapsed,01:14.0
QNumS:8 Input Value:3,
Time Elapsed,01:26.0
QNumS:9 Input Value:5,
Time Elapsed,01:34.2
QNumS:9 Input Value:5,
Time Elapsed,01:34.2
8/25/2017 10:39,8/25/2017 10:41
SphereScenetrue,
QNumT:0 Input Value:Marvel,
Time Elapsed,01:03.0
QNumT:1 Input Value:Movie: Avengers: Age of Ultron (2015),
Time Elapsed,01:59.1
QNumT:2 Input Value:Movie: Mystery Men (1999),
Time Elapsed,02:25.6
QNumT:3 Input Value:Movie: V for Vendetta (2006),
Time Elapsed,05:32.3
QNumT:4 Input Value:Movie: Superman Returns (2006),
Time Elapsed,08:09.5
QNumS:0 Input Value:5,
Time Elapsed,00:09.3
QNumS:1 Input Value:2,
Time Elapsed,00:16.2
QNumS:2 Input Value:5,
Time Elapsed,00:21.6
QNumS:3 Input Value:5,
Time Elapsed,00:26.7
QNumS:4 Input Value:1,
Time Elapsed,00:34.0
QNumS:5 Input Value:5,
Time Elapsed,00:38.2
QNumS:6 Input Value:5,
Time Elapsed,00:42.4
QNumS:7 Input Value:4,
Time Elapsed,00:47.2
QNumS:8 Input Value:5,
Time Elapsed,00:55.1
QNumS:9 Input Value:5,
Time Elapsed,01:05.6
QNumS:9 Input Value:5,
Time Elapsed,01:05.6
8/25/2017 10:50,8/25/2017 10:51
PARTICIPANT28,
NodeGraphfalse,
QNumT:0 Input Value:DC,
Time Elapsed,03:12.4
QNumT:1 Input Value:Constantine 2005,
Time Elapsed,04:42.3
QNumT:2 Input Value:League of Extraordinary Gentlemen 2003,
Time Elapsed,06:27.2
QNumT:3 Input Value:League of Extraordinary Gentlemen 2003,
Time Elapsed,06:38.7
QNumT:3 Input Value:X-Men: Days of Future Past 2014,
Time Elapsed,07:52.6
QNumT:4 Input Value:Spiderman 3 2007,
Time Elapsed,27:52.9
QNumS:0 Input Value:3,
Time Elapsed,00:11.9
QNumS:1 Input Value:3,
Time Elapsed,00:21.7
QNumS:2 Input Value:3,
Time Elapsed,00:32.5
QNumS:3 Input Value:5,
Time Elapsed,00:39.0
QNumS:4 Input Value:4,
Time Elapsed,00:47.8
QNumS:5 Input Value:5,
Time Elapsed,00:54.7
QNumS:6 Input Value:4,
Time Elapsed,01:02.2
QNumS:7 Input Value:4,
Time Elapsed,01:10.9
QNumS:8 Input Value:4,
Time Elapsed,01:42.5
QNumS:9 Input Value:6,
Time Elapsed,01:49.4
QNumS:9 Input Value:6,
Time Elapsed,01:49.4
8/25/2017 14:50,8/25/2017 14:52
SphereScenefalse,
QNumT:0 Input Value:Marvel,
Time Elapsed,00:29.3
QNumT:1 Input Value:Movie: Kick-ass (2010),
Time Elapsed,09:09.9
QNumT:2 Input Value:Movie: From Hell (2001)Movie: Mystery Men (1999),
Time Elapsed,11:09.4
QNumT:3 Input Value:Movie: Captain America: the First Avenger (2011),
Time Elapsed,13:27.5
QNumT:4 Input Value:Movie: Captain America: Civil War (2016)Movie: Captain America: the Winter Soldier (2014)Movie: Captain America: the First Avenger (2011)Movie: Avengers (2012)Movie: Fantastic Four: Rise of the Silver Surfer (2007)Movie: Fantastic Four (2015),
Time Elapsed,15:14.5
QNumS:0 Input Value:5,
Time Elapsed,00:10.5
QNumS:1 Input Value:5,
Time Elapsed,00:16.4
QNumS:2 Input Value:6,
Time Elapsed,00:20.3
QNumS:3 Input Value:5,
Time Elapsed,00:28.3
QNumS:4 Input Value:2,
Time Elapsed,00:34.3
QNumS:5 Input Value:6,
Time Elapsed,00:40.4
QNumS:6 Input Value:5,
Time Elapsed,00:46.0
QNumS:7 Input Value:4,
Time Elapsed,00:53.4
QNumS:8 Input Value:5,
Time Elapsed,00:59.8
QNumS:9 Input Value:5,
Time Elapsed,01:03.1
QNumS:9 Input Value:5,
Time Elapsed,01:03.1
8/25/2017 15:10,8/25/2017 15:11
PARTICIPANT29,
SphereScenetrue,
QNumT:0 Input Value:Marvel,
Time Elapsed,01:11.6
QNumT:1 Input Value:Movie: X-Men (2000),
Time Elapsed,03:05.4
QNumT:2 Input Value:Movie: From Hell (2001)Movie: League of Extraordinary Gentlemen (2003)Movie: Mystery Men (1999)Movie: Punisher (1989)Movie: Watchmen (2009),
Time Elapsed,05:53.2
QNumT:3 Input Value:Movie: Men In Black 3 (2012),
Time Elapsed,08:58.4
QNumT:4 Input Value:Movie: Kick-ass (2010),
Time Elapsed,14:21.3
QNumS:0 Input Value:2,
Time Elapsed,00:11.7
QNumS:1 Input Value:1,
Time Elapsed,00:18.1
QNumS:2 Input Value:4,
Time Elapsed,00:22.4
QNumS:3 Input Value:3,
Time Elapsed,00:26.7
QNumS:4 Input Value:1,
Time Elapsed,00:32.4
QNumS:5 Input Value:5,
Time Elapsed,00:36.2
QNumS:6 Input Value:4,
Time Elapsed,00:40.2
QNumS:7 Input Value:5,
Time Elapsed,00:45.4
QNumS:8 Input Value:4,
Time Elapsed,00:53.2
QNumS:9 Input Value:4,
Time Elapsed,01:01.6
QNumS:9 Input Value:4,
Time Elapsed,01:01.6
9/1/2017 11:52,9/1/2017 11:53
NodeGraphtrue,
QNumT:0 Input Value:Marvel,
Time Elapsed,01:30.3
QNumT:1 Input Value:X-Men: Days of Future Past 2014,
Time Elapsed,03:41.6
QNumT:2 Input Value:From Hell 2001,
Time Elapsed,04:30.2
QNumT:3 Input Value:Sin City 2 2013,
Time Elapsed,06:53.2
QNumT:4 Input Value:Superman Returns 2006,
Time Elapsed,14:03.4
QNumS:0 Input Value:5,
Time Elapsed,00:05.2
QNumS:1 Input Value:1,
Time Elapsed,00:09.2
QNumS:2 Input Value:5,
Time Elapsed,00:12.8
QNumS:3 Input Value:5,
Time Elapsed,00:16.9
QNumS:4 Input Value:3,
Time Elapsed,00:22.0
QNumS:5 Input Value:5,
Time Elapsed,00:26.9
QNumS:6 Input Value:5,
Time Elapsed,00:29.2
QNumS:7 Input Value:5,
Time Elapsed,00:33.0
QNumS:8 Input Value:5,
Time Elapsed,00:37.0
QNumS:9 Input Value:4,
Time Elapsed,00:40.9
QNumS:9 Input Value:4,
Time Elapsed,00:40.9
9/1/2017 12:09,9/1/2017 12:10
PARTICIPANT30,
SphereScenefalse,
QNumT:0 Input Value:Marvel,
Time Elapsed,00:52.6
QNumT:1 Input Value:Movie: Iron Man 2 (2010),
Time Elapsed,01:47.5
QNumT:2 Input Value:Movie: Punisher (1989)Movie: Watchmen (2009)Movie: League of Extraordinary Gentlemen (2003),
Time Elapsed,05:00.1
QNumT:3 Input Value:Movie: Sin City 2 (2013),
Time Elapsed,07:55.7
QNumT:4 Input Value:Movie: The Dark Knight (2008)Movie: Scott Pilgrim vs the World (2010)Movie: Kingsman: The Secret Service (2015),
Time Elapsed,14:42.8
QNumS:0 Input Value:3,
Time Elapsed,00:16.6
QNumS:1 Input Value:4,
Time Elapsed,00:21.1
QNumS:2 Input Value:2,
Time Elapsed,00:26.1
QNumS:3 Input Value:1,
Time Elapsed,00:30.9
QNumS:4 Input Value:2,
Time Elapsed,00:38.5
QNumS:5 Input Value:6,
Time Elapsed,00:42.5
QNumS:6 Input Value:2,
Time Elapsed,00:46.5
QNumS:7 Input Value:4,
Time Elapsed,00:51.3
QNumS:8 Input Value:1,
Time Elapsed,00:56.7
QNumS:9 Input Value:1,
Time Elapsed,01:05.1
QNumS:9 Input Value:1,
Time Elapsed,01:05.1
9/1/2017 13:31,9/1/2017 13:32
NodeGraphfalse,
QNumT:0 Input Value:Marvel,
Time Elapsed,01:05.3
QNumT:1 Input Value:Avengers: Age of Ultron 2015,
Time Elapsed,02:58.2
QNumT:2 Input Value:Howard the Duck 1986Mystery Men 1999,
Time Elapsed,05:36.2
QNumT:3 Input Value:Suicide Squad 2016,
Time Elapsed,09:20.2
QNumT:4 Input Value:Scott Pilgrim vs the World 2010The Dark Knight 2008Avengers 2012Kingsman: The Secret Service 2015,
Time Elapsed,13:35.1
QNumS:0 Input Value:5,
Time Elapsed,00:03.7
QNumS:1 Input Value:3,
Time Elapsed,00:10.1
QNumS:2 Input Value:6,
Time Elapsed,00:13.1
QNumS:3 Input Value:4,
Time Elapsed,00:17.5
QNumS:4 Input Value:2,
Time Elapsed,00:20.8
QNumS:5 Input Value:6,
Time Elapsed,00:23.1
QNumS:6 Input Value:6,
Time Elapsed,00:25.8
QNumS:7 Input Value:5,
Time Elapsed,00:29.4
QNumS:8 Input Value:3,
Time Elapsed,00:35.4
QNumS:9 Input Value:4,
Time Elapsed,00:40.7
QNumS:9 Input Value:4,
Time Elapsed,00:40.7
9/1/2017 13:46,9/1/2017 13:46
PARTICIPANT31,
NodeGraphtrue,
QNumT:0 Input Value:Dark Horse,
Time Elapsed,04:09.8
QNumT:1 Input Value:Avengers: Age of Ultron 2015,
Time Elapsed,06:06.9
QNumT:2 Input Value:Hulk 2003Swamp Thing 1982Punisher 1989Fantastic Four 2015Judge Dredd 1995,
Time Elapsed,10:09.1
QNumT:3 Input Value:X-Men: Age of Apocalypse 2016,
Time Elapsed,14:20.6
QNumT:4 Input Value:Sin City 2 2013Fantastic Four: Rise of the Silver Surfer 2007,
Time Elapsed,20:22.8
QNumS:0 Input Value:2,
Time Elapsed,00:14.8
QNumS:1 Input Value:4,
Time Elapsed,00:22.7
QNumS:2 Input Value:4,
Time Elapsed,00:28.2
QNumS:3 Input Value:6,
Time Elapsed,00:32.3
QNumS:4 Input Value:3,
Time Elapsed,00:38.8
QNumS:5 Input Value:4,
Time Elapsed,00:43.0
QNumS:6 Input Value:5,
Time Elapsed,00:46.9
QNumS:7 Input Value:4,
Time Elapsed,00:52.2
QNumS:8 Input Value:5,
Time Elapsed,00:57.0
QNumS:9 Input Value:5,
Time Elapsed,01:09.4
QNumS:9 Input Value:5,
Time Elapsed,01:09.5
11/1/2017 15:04,11/1/2017 15:06
SphereScenetrue,
QNumT:0 Input Value:Marvel,
Time Elapsed,00:17.4
QNumT:1 Input Value:Movie: Men In Black 2 (2002),
Time Elapsed,02:32.0
QNumT:2 Input Value:Movie: Mystery Men (1999)Movie: From Hell (2001)Movie: League of Extraordinary Gentlemen (2003),
Time Elapsed,04:23.7
QNumT:3 Input Value:Movie: Fantastic Four (2005),
Time Elapsed,05:23.5
QNumT:4 Input Value:Movie: The Dark Knight (2008)Movie: Scott Pilgrim vs the World (2010)Movie: Fantastic Four: Rise of the Silver Surfer (2007)Movie: Red (2010)Movie: Avengers: Age of Ultron (2015),
Time Elapsed,07:48.1
QNumS:0 Input Value:5,
Time Elapsed,00:04.7
QNumS:1 Input Value:5,
Time Elapsed,00:08.8
QNumS:2 Input Value:5,
Time Elapsed,00:15.0
QNumS:3 Input Value:6,
Time Elapsed,00:18.7
QNumS:4 Input Value:1,
Time Elapsed,00:27.0
QNumS:5 Input Value:5,
